property_type,design,quality,eff_yr_built,above_grd_sf,basemt_tot_sf,basemt_fin_sf,basemt_unf_sf,garage_type,garage_sf,est_land_sf,distress_sale,sale_date_(mon-yr),sale_price,time_adjust_sales_price,market_area,full_address,lat,lon,sale_date
Res,Ranch,Average,2000,1725,0,0,0,Attached,200,6342,0,2019-10-10 00:00:00,755000.0,1070600.0,104,"130 30TH ST, BOULDER, CO",39.99361975,-105.25790420684172,2019-10
Res,Ranch,Average,2000,1713,0,0,0,,0,6417,0,2021-06-28 00:00:00,1010000.0,1264400.0,104,"265 30TH ST, BOULDER, CO",39.995643400000006,-105.25712574586592,2021-06
Res,Ranch,Average,1981,1160,0,0,0,Attached,135,7253,0,2019-08-01 00:00:00,640000.0,909400.0,104,"90 S 31ST ST, BOULDER, CO",39.99170635,-105.25566088876812,2019-08
Res,Ranch,Average,2001,1026,0,0,0,Attached,270,7176,0,2021-10-15 00:00:00,810000.0,934700.0,104,"130 S 31ST ST, BOULDER, CO",39.99103635,-105.25565212525017,2021-10
Res,Ranch,Average,1975,1026,0,0,0,Attached,270,7176,0,2020-09-02 00:00:00,613100.0,839400.0,104,"130 S 31ST ST, BOULDER, CO",39.99103635,-105.25565212525017,2020-09
Res,Ranch,Average,1974,1296,0,0,0,,0,7200,0,2019-10-15 00:00:00,520000.0,743700.0,104,"70 31ST ST, BOULDER, CO",39.99204025,-105.2556591248757,2019-10
Res,2-3 Story,Good,2007,2743,0,0,0,Attached,561,7200,0,2021-11-19 00:00:00,1629700.0,1836200.0,104,"70 31ST ST, BOULDER, CO",39.99204025,-105.2556591248757,2021-11
Res,Ranch,Average,1980,1069,0,0,0,Carport,219,7487,0,2022-08-03 00:00:00,875000.0,875000.0,104,"255 31ST ST, BOULDER, CO",39.9952936,-105.25614250474788,2022-08
Res,Ranch,Average,2000,1227,0,0,0,,0,7391,0,2020-09-14 00:00:00,695000.0,951500.0,104,"25 S 32ND ST, BOULDER, CO",39.993226699999994,-105.25515690849818,2020-09
Res,Ranch,Average,1984,1160,0,0,0,Attached,230,7198,0,2021-06-01 00:00:00,704000.0,881300.0,104,"35 S 32ND ST, BOULDER, CO",39.993070900000006,-105.25516863211476,2021-06
Res,Ranch,Average,1974,1280,0,0,0,Attached,286,6748,0,2022-05-04 00:00:00,820000.0,820000.0,104,"10 S 33RD ST, BOULDER, CO",39.992638,-105.25350323965256,2022-05
Res,Ranch,Average,1958,1586,0,0,0,,0,8621,0,2022-02-17 00:00:00,750000.0,786700.0,104,"15 S 33RD ST, BOULDER, CO",39.9928748,-105.25384641530142,2022-02
Res,Ranch,Average,1958,1586,0,0,0,,0,8621,0,2021-05-27 00:00:00,662300.0,837400.0,104,"15 S 33RD ST, BOULDER, CO",39.9928748,-105.25384641530142,2021-05
Res,2-3 Story,Average,2001,2526,0,0,0,,0,7209,0,2021-07-06 00:00:00,985000.0,1212900.0,104,"140 S 33RD ST, BOULDER, CO",39.9909282,-105.25372620504454,2021-07
Res,Ranch,Average,1988,1715,0,0,0,Attached,312,7768,0,2021-09-29 00:00:00,850000.0,999500.0,104,"155 S 33RD ST, BOULDER, CO",39.9907019,-105.25428521984489,2021-09
Res,Ranch,Average,1987,1040,0,0,0,Attached,286,6969,0,2019-07-24 00:00:00,625000.0,885200.0,104,"65 S 34TH ST, BOULDER, CO",39.99197585,-105.25330852922947,2019-07
Res,Ranch,Average,1980,1326,0,0,0,,0,7058,0,2020-07-31 00:00:00,600000.0,838000.0,104,"105 S 34TH ST, BOULDER, CO",39.991589399999995,-105.25331614239195,2020-07
Res,Ranch,Average,1994,1352,0,0,0,,0,6821,0,2021-09-07 00:00:00,753000.0,889800.0,104,"115 S 34TH ST, BOULDER, CO",39.9914575,-105.25328777472632,2021-09
Res,Ranch,Average,1985,1040,0,0,0,Attached,286,7276,0,2019-07-12 00:00:00,751000.0,1063600.0,104,"130 S 34TH ST, BOULDER, CO",39.99106755,-105.2528416474221,2019-07
Res,Split-Level,Average,1985,1280,0,0,0,Attached,288,7542,0,2022-03-04 00:00:00,900000.0,921700.0,104,"40 S 35TH ST, BOULDER, CO",39.99396255,-105.25095245,2022-03
Res,Split-Level,Average,1967,1426,0,0,0,Attached,253,7817,0,2020-05-28 00:00:00,675000.0,961700.0,104,"45 S 35TH ST, BOULDER, CO",39.994167700000006,-105.25132993542582,2020-05
Res,Ranch,Average,1994,1053,0,0,0,Attached,273,7640,0,2022-04-28 00:00:00,1046500.0,1046500.0,104,"180 S 36TH ST, BOULDER, CO",39.990155900000005,-105.2509901,2022-04
Res,Ranch,Average,1956,1225,1225,360,865,Carport,308,7008,0,2022-01-05 00:00:00,630000.0,676700.0,104,"305 S 36TH ST, BOULDER, CO",39.988854950000004,-105.25141959012947,2022-01
Res,Ranch,Average,1975,1400,1400,840,560,Carport,312,7624,0,2021-06-10 00:00:00,748000.0,936400.0,104,"10 S 38TH ST, BOULDER, CO",39.991748099999995,-105.2459356001282,2021-06
Res,Ranch,Average,1990,1404,1107,1107,0,,0,7081,0,2020-09-25 00:00:00,703000.0,957000.0,104,"25 S 38TH ST, BOULDER, CO",39.99183895,-105.24648205,2020-09
Res,Ranch,Average,1972,1107,1107,195,912,Attached,297,6986,0,2020-07-10 00:00:00,643000.0,878500.0,104,"60 S 38TH ST, BOULDER, CO",39.9913358,-105.2464017,2020-07
Res,Split-Level,Average,1990,1426,0,0,0,Attached,253,11819,0,2020-09-22 00:00:00,720000.0,984600.0,104,"80 S 38TH ST, BOULDER, CO",39.9911313,-105.24660243434066,2020-09
Res,Ranch,Average,1980,1152,0,0,0,Attached,220,7107,0,2019-11-13 00:00:00,675000.0,968400.0,104,"245 S 38TH ST, BOULDER, CO",39.9893828,-105.24871578952828,2019-11
Res,Ranch,Average,1994,1152,1152,532,620,Attached,220,7130,0,2020-05-29 00:00:00,840000.0,1196700.0,104,"315 S 38TH ST, BOULDER, CO",39.9882088,-105.24924917203792,2020-05
Res,Ranch,Average,1980,1152,1152,1152,0,Attached,220,7245,0,2021-11-15 00:00:00,750000.0,845000.0,104,"345 S 38TH ST, BOULDER, CO",39.9876668,-105.24936801924983,2021-11
Res,Ranch,Average,1988,1400,0,0,0,Carport,288,7342,0,2019-08-28 00:00:00,676000.0,957700.0,104,"235 S 39TH ST, BOULDER, CO",39.989600100000004,-105.2475210645442,2019-08
Res,Ranch,Average,2002,1940,0,0,0,Attached,364,7169,0,2021-12-07 00:00:00,911000.0,995600.0,104,"225 S 40TH ST, BOULDER, CO",39.98962265,-105.24635480750588,2021-12
Res,Ranch,Average,1980,1152,1152,961,191,Attached,220,7254,0,2022-05-31 00:00:00,905000.0,905000.0,104,"245 S 40TH ST, BOULDER, CO",39.989334549999995,-105.2466363316619,2022-05
Res,Ranch,Average,2001,1372,1152,1064,88,,0,7258,0,2022-06-30 00:00:00,1100000.0,1100000.0,104,"310 S 40TH ST, BOULDER, CO",39.9885982,-105.24663558296797,2022-06
Res,Ranch,Average,1988,1152,1152,891,261,Attached,220,7318,0,2020-11-30 00:00:00,704900.0,940100.0,104,"340 S 40TH ST, BOULDER, CO",39.98808055000001,-105.2468961809978,2020-11
Res,Ranch,Average,2001,1400,1400,1400,0,Carport,240,6864,0,2021-10-15 00:00:00,950000.0,1090400.0,104,"365 S 40TH ST, BOULDER, CO",39.98750845,-105.2475586718603,2021-10
Res,Ranch,Average,2001,1400,1400,1290,110,Carport,288,6938,0,2021-02-19 00:00:00,952500.0,1240800.0,104,"375 S 40TH ST, BOULDER, CO",39.9873298,-105.24757472209333,2021-02
Res,Ranch,Average,1980,1400,1400,1260,140,Attached,288,7264,0,2021-09-15 00:00:00,825000.0,974900.0,104,"410 S 40TH ST, BOULDER, CO",39.9871665,-105.24708856349072,2021-09
Res,Ranch,Average,2000,1400,1400,1400,0,Carport,288,7108,0,2020-02-07 00:00:00,869000.0,1258900.0,104,"430 S 40TH ST, BOULDER, CO",39.9867843,-105.24710223114565,2020-02
Res,Ranch,Average,1995,1400,1400,1260,140,Attached,336,6913,0,2021-11-19 00:00:00,967500.0,1090100.0,104,"450 S 40TH ST, BOULDER, CO",39.9864229,-105.24709489498555,2021-11
Res,Ranch,Average,1982,1411,1411,1300,111,Carport,288,6981,0,2021-05-17 00:00:00,860000.0,1087400.0,104,"460 S 40TH ST, BOULDER, CO",39.986180649999994,-105.24707227132409,2021-05
Res,Ranch,Average,1985,1400,1400,1400,0,Carport,312,6956,0,2020-03-11 00:00:00,750000.0,1090100.0,104,"545 S 40TH ST, BOULDER, CO",39.98493445,-105.24761475305851,2020-03
Res,Ranch,Average,2005,1152,1152,1042,110,Attached,220,7419,0,2021-01-11 00:00:00,920000.0,1208500.0,104,"285 S 41ST ST, BOULDER, CO",39.988731200000004,-105.24601116651024,2021-01
Res,Ranch,Average,1957,1152,1152,532,620,Attached,220,7419,0,2020-06-19 00:00:00,628000.0,885900.0,104,"285 S 41ST ST, BOULDER, CO",39.988731200000004,-105.24601116651024,2020-06
Res,Ranch,Average,1975,1152,1152,1037,115,Attached,220,7419,0,2021-08-31 00:00:00,800000.0,968200.0,104,"315 S 41ST ST, BOULDER, CO",39.988394,-105.24626763496678,2021-08
Res,Ranch,Average,1956,1152,1152,872,280,Attached,220,7369,0,2021-01-15 00:00:00,650000.0,855200.0,104,"345 S 41ST ST, BOULDER, CO",39.9878657,-105.24649022843138,2021-01
Res,Ranch,Average,1985,1472,1472,1152,320,Attached,220,7260,0,2020-02-28 00:00:00,734900.0,1064700.0,104,"375 S 41ST ST, BOULDER, CO",39.987292249999996,-105.24665432628314,2020-02
Res,Ranch,Average,1970,1400,1400,0,1400,Carport,288,6890,0,2020-07-14 00:00:00,670000.0,935800.0,104,"430 S 41ST ST, BOULDER, CO",39.98679145,-105.24617116271136,2020-07
Res,Split-Level,Average,1980,1426,575,419,156,Attached,253,7033,0,2021-08-20 00:00:00,960000.0,1161800.0,104,"525 S 41ST ST, BOULDER, CO",39.985254749999996,-105.24665008210508,2021-08
Res,Ranch,Average,2005,1120,1120,940,180,Attached,264,7029,0,2019-12-16 00:00:00,765000.0,1095700.0,104,"605 S 41ST ST, BOULDER, CO",39.984532,-105.24663685219002,2019-12
Res,Ranch,Average,2001,1107,1106,996,110,Attached,264,7136,0,2019-09-30 00:00:00,715000.0,1019200.0,104,"640 S 41ST ST, BOULDER, CO",39.9839504,-105.2461844,2019-09
Res,Split-Level,Average,2007,1426,0,0,0,Attached,253,6902,0,2019-09-05 00:00:00,746000.0,1059900.0,104,"125 S 42ND ST, BOULDER, CO",39.990117749999996,-105.2435178852453,2019-09
Res,Split-Level,Average,2007,1426,0,0,0,Attached,253,6902,0,2020-11-16 00:00:00,750000.0,1006700.0,104,"125 S 42ND ST, BOULDER, CO",39.990117749999996,-105.2435178852453,2020-11
Res,Ranch,Average,1982,1350,1350,1215,135,,0,7751,0,2021-03-12 00:00:00,760000.0,980200.0,104,"355 S 42ND ST, BOULDER, CO",39.98771240000001,-105.24558729658636,2021-03
Res,Ranch,Average,1988,1150,1350,1215,135,Attached,200,7366,0,2020-12-31 00:00:00,783000.0,1040500.0,104,"360 S 42ND ST, BOULDER, CO",39.987698449999996,-105.24509839999999,2020-12
Res,Ranch,Average,1995,1107,1107,996,111,Attached,264,6989,0,2021-02-05 00:00:00,728000.0,948400.0,104,"610 S 42ND ST, BOULDER, CO",39.98451235,-105.2452639,2021-02
Res,Ranch,Average,1975,1537,1107,813,294,Attached,264,7182,0,2019-12-18 00:00:00,780000.0,1122700.0,104,"655 S 42ND ST, BOULDER, CO",39.9835999,-105.24573335601585,2019-12
Res,Ranch,Average,1958,1107,1107,996,111,Attached,264,7180,0,2021-07-15 00:00:00,1025000.0,1269200.0,104,"735 S 42ND ST, BOULDER, CO",39.98285835,-105.24570559163169,2021-07
Res,Ranch,Average,1980,1107,1107,1107,0,Attached,264,7307,0,2021-06-22 00:00:00,779000.0,975200.0,104,"740 S 42ND ST, BOULDER, CO",39.98282585,-105.2452582,2021-06
Res,Ranch,Average,2001,1510,1350,985,365,Attached,200,7466,0,2020-12-23 00:00:00,855000.0,1136200.0,104,"365 S 43RD ST, BOULDER, CO",39.987499799999995,-105.24473205000001,2020-12
Res,Ranch,Average,2000,1107,1107,1107,0,Carport,275,7193,0,2021-09-10 00:00:00,820000.0,969000.0,104,"525 S 43RD ST, BOULDER, CO",39.9852717,-105.244836075,2021-09
Res,Ranch,Average,1995,1377,1107,996,111,,0,7277,0,2020-02-11 00:00:00,712000.0,1030000.0,104,"545 S 43RD ST, BOULDER, CO",39.98488485,-105.24480225653168,2020-02
Res,Ranch,Average,1990,1567,1106,996,110,Carport,264,7177,0,2019-07-24 00:00:00,750000.0,1062200.0,104,"705 S 43RD ST, BOULDER, CO",39.9834195,-105.24480022497613,2019-07
Res,Ranch,Average,1978,1515,1170,1053,117,Attached,264,7079,0,2020-07-06 00:00:00,805000.0,1124300.0,104,"715 S 43RD ST, BOULDER, CO",39.98324755,-105.24479763515569,2020-07
Res,Ranch,Average,1985,1559,1107,1107,0,Attached,264,6970,0,2020-07-29 00:00:00,775000.0,1082400.0,104,"745 S 43RD ST, BOULDER, CO",39.98262055,-105.2448299412888,2020-07
Res,Ranch,Average,2001,1040,1040,936,104,Attached,276,7017,0,2022-04-15 00:00:00,1200000.0,1200000.0,104,"750 S 43RD ST, BOULDER, CO",39.98261645,-105.24431803238255,2022-04
Res,Ranch,Average,1989,1150,1350,1150,200,Attached,200,7013,0,2020-09-10 00:00:00,755000.0,1033700.0,104,"425 S 44TH ST, BOULDER, CO",39.9867493,-105.24385725025454,2020-09
Res,Ranch,Average,1982,1040,1040,520,520,Carport,220,7102,0,2020-03-25 00:00:00,609000.0,885100.0,104,"535 S 44TH ST, BOULDER, CO",39.98503,-105.24387217616,2020-03
Res,Ranch,Average,1995,1490,1040,980,60,,0,7148,0,2020-01-07 00:00:00,705000.0,1018000.0,104,"555 S 44TH ST, BOULDER, CO",39.98467935,-105.24384630341768,2020-01
Res,2-3 Story,Good,1990,1554,884,884,0,Attached,286,8009,0,2020-09-23 00:00:00,820000.0,1113100.0,104,"405 S 45TH ST, BOULDER, CO",39.987124699999995,-105.24290160863913,2020-09
Res,2-3 Story,Average,1980,1563,0,0,0,Attached,286,7158,0,2021-09-08 00:00:00,774900.0,910400.0,104,"410 S 45TH ST, BOULDER, CO",39.98709425,-105.2423942,2021-09
Res,2-3 Story,Average,2000,1428,884,884,0,Attached,286,6979,0,2022-04-07 00:00:00,1020000.0,1020000.0,104,"425 S 45TH ST, BOULDER, CO",39.9867496,-105.24292804999999,2022-04
Res,Ranch,Average,2001,1014,0,0,0,Attached,286,7055,0,2019-12-13 00:00:00,576000.0,829100.0,104,"515 S 45TH ST, BOULDER, CO",39.985441699999996,-105.24292377534495,2019-12
Res,Ranch,Average,1990,1222,1222,1222,0,,0,7377,0,2020-08-14 00:00:00,738000.0,1020500.0,104,"520 S 45TH ST, BOULDER, CO",39.98546005,-105.24247059999999,2020-08
Res,Ranch,Average,1958,1118,1118,1118,0,Attached,252,7029,0,2020-06-03 00:00:00,600000.0,846400.0,104,"545 S 45TH ST, BOULDER, CO",39.98489715,-105.24297815,2020-06
Res,Ranch,Average,1983,1107,1106,996,110,,0,7489,0,2020-06-23 00:00:00,715000.0,1008600.0,104,"635 S 46TH ST, BOULDER, CO",39.98405095,-105.24192,2020-06
Res,Ranch,Average,2001,1107,1107,1107,0,Attached,264,8026,0,2020-04-23 00:00:00,950000.0,1359300.0,104,"725 S 46TH ST, BOULDER, CO",39.9831628,-105.24191962332567,2020-04
Res,2-3 Story,Good,2010,1926,1095,986,109,Attached,435,6726,0,2021-11-24 00:00:00,1700000.0,1915400.0,104,"730 S 46TH ST, BOULDER, CO",39.9830396,-105.24146014776309,2021-11
Res,2-3 Story,Average,1972,1926,1151,320,831,Attached,435,6726,0,2021-04-19 00:00:00,850000.0,1085500.0,104,"730 S 46TH ST, BOULDER, CO",39.9830396,-105.24146014776309,2021-04
Res,Ranch,Average,1990,1107,1107,533,574,Carport,231,6933,0,2022-06-29 00:00:00,975000.0,975000.0,104,"740 S 46TH ST, BOULDER, CO",39.98284865,-105.24142244969107,2022-06
Res,Ranch,Average,1970,1107,1107,951,156,Detached,720,7476,0,2020-11-24 00:00:00,740000.0,993200.0,104,"765 S 46TH ST, BOULDER, CO",39.98246615,-105.2419553,2020-11
Res,Ranch,Average,1985,1026,1026,650,376,Attached,297,8101,0,2021-04-02 00:00:00,950000.0,1213200.0,104,"900 S 46TH ST, BOULDER, CO",39.981178,-105.24146345,2021-04
Res,Bi-Level,Average,1995,1914,198,0,198,Attached,473,7000,0,2019-11-07 00:00:00,741400.0,1063700.0,104,"1223 AIKINS WAY, BOULDER, CO",39.97647405,-105.23975834179842,2019-11
Res,Ranch,Average,2000,1239,0,0,0,Attached,336,6901,0,2021-07-02 00:00:00,830000.0,1028800.0,104,"1280 AIKINS WAY, BOULDER, CO",39.97484235,-105.23885279528645,2021-07
Res,2-3 Story,Average,1970,1384,480,480,0,Attached,120,6174,0,2021-02-12 00:00:00,685000.0,883200.0,104,"3040 ASH AVE, BOULDER, CO",39.9929877,-105.2572734973671,2021-02
Res,Ranch,Average,1992,1200,0,0,0,,0,6628,0,2020-12-17 00:00:00,657000.0,869800.0,104,"3045 ASH AVE, BOULDER, CO",39.993438600000005,-105.2574557,2020-12
Res,Ranch,Average,1988,1224,0,0,0,Attached,240,6319,0,2020-06-05 00:00:00,630000.0,882700.0,104,"3050 ASH AVE, BOULDER, CO",39.993100549999994,-105.25712293014604,2020-06
Res,Split-Level,Average,1994,1843,587,440,147,Detached,842,8513,0,2021-09-10 00:00:00,1030300.0,1217500.0,104,"3405 BERKLEY AVE, BOULDER, CO",39.993579749999995,-105.25263017453508,2021-09
Res,Ranch,Average,1999,1204,1204,1084,120,Attached,420,9300,0,2020-07-08 00:00:00,798000.0,1111800.0,104,"3420 BERKLEY AVE, BOULDER, CO",39.9932699,-105.25301831110897,2020-07
Res,Split-Level,Average,1996,1426,0,0,0,Attached,253,7093,0,2019-09-10 00:00:00,730000.0,1040600.0,104,"3445 BERKLEY AVE, BOULDER, CO",39.993267599999996,-105.25241666852725,2019-09
Res,Split-Level,Average,1996,1420,0,0,0,Attached,288,7169,0,2019-09-13 00:00:00,705000.0,1005000.0,104,"3465 BERKLEY AVE, BOULDER, CO",39.99313585,-105.25224014596938,2019-09
Res,Ranch,Average,1992,1204,1204,1204,0,Attached,420,7650,0,2022-04-22 00:00:00,1186000.0,1186000.0,104,"3490 BERKLEY AVE, BOULDER, CO",39.992708300000004,-105.2521803534874,2022-04
Res,Ranch,Average,1980,1204,1204,1204,0,Attached,420,7381,0,2020-03-09 00:00:00,755200.0,1097600.0,104,"3655 BERKLEY AVE, BOULDER, CO",39.993454400000005,-105.24973505429011,2020-03
Res,Split-Level,Average,1990,1426,575,479,96,Attached,253,9130,0,2020-01-17 00:00:00,650000.0,938600.0,104,"3696 BERKLEY AVE, BOULDER, CO",39.993554399999994,-105.2490336,2020-01
Res,Ranch,Average,1993,1008,0,0,0,,0,7326,0,2021-05-14 00:00:00,735900.0,919700.0,104,"3000 BIRCH AVE, BOULDER, CO",39.9943344,-105.25712345,2021-05
Res,Ranch,Average,1980,990,0,0,0,,0,6619,0,2021-01-07 00:00:00,580000.0,763100.0,104,"3015 BIRCH AVE, BOULDER, CO",39.99460485,-105.2567253,2021-01
Res,Ranch,Average,1990,1056,0,0,0,,0,6208,0,2021-06-03 00:00:00,730000.0,913900.0,104,"3025 BIRCH AVE, BOULDER, CO",39.994556200000005,-105.25652545,2021-06
Res,Ranch,Average,1985,1261,1000,1000,0,,0,8125,0,2021-06-15 00:00:00,683000.0,855000.0,104,"250 S BROADWAY , BOULDER, CO",39.989883199999994,-105.25589175520997,2021-06
Res,Bi-Level,Average,1995,1944,176,0,176,Attached,324,8896,0,2021-03-31 00:00:00,1000000.0,1289800.0,104,"4500 BROOKFIELD DR, BOULDER, CO",39.9796096,-105.24253272132353,2021-03
Res,Ranch,Average,2000,1026,1026,923,103,Attached,297,10438,0,2021-06-03 00:00:00,1152000.0,1442200.0,104,"4550 BROOKFIELD DR, BOULDER, CO",39.9796173,-105.24227853418492,2021-06
Res,Bi-Level,Average,1990,1790,0,0,0,Detached,690,6986,0,2022-05-27 00:00:00,1230000.0,1230000.0,104,"4555 BROOKFIELD DR, BOULDER, CO",39.979969999999994,-105.24219705,2022-05
Res,Ranch,Average,1985,1204,1204,1131,73,Attached,439,7737,0,2020-04-22 00:00:00,739500.0,1064100.0,104,"1425 BROWN CIR, BOULDER, CO",39.9736816,-105.2376810750544,2020-04
Res,Ranch,Average,1995,1050,1050,1050,0,Attached,252,8199,0,2020-11-06 00:00:00,674700.0,898900.0,104,"1487 BROWN CIR, BOULDER, CO",39.9736292,-105.23863825615312,2020-11
Res,Bi-Level,Average,1990,1672,128,0,128,Attached,264,8574,0,2021-12-23 00:00:00,1050000.0,1155100.0,104,"1497 BROWN CIR, BOULDER, CO",39.97410625,-105.23768891308944,2021-12
Res,Ranch,Average,1968,1344,1344,1284,60,Attached,462,8117,0,2022-07-26 00:00:00,1150000.0,1150000.0,104,"1250 CHAMBERS DR, BOULDER, CO",39.9765047,-105.23712008949275,2022-07
Res,2-3 Story,Average,1995,2632,864,864,0,Attached,504,9323,0,2020-10-26 00:00:00,1100000.0,1491200.0,104,"1330 CHAMBERS DR, BOULDER, CO",39.975268299999996,-105.23711607744946,2020-10
Res,2-3 Story,Average,1995,2632,864,864,0,Attached,504,9323,0,2020-10-02 00:00:00,1100000.0,1487900.0,104,"1330 CHAMBERS DR, BOULDER, CO",39.975268299999996,-105.23711607744946,2020-10
Res,Ranch,Average,1995,886,864,622,242,Attached,288,10872,0,2019-12-30 00:00:00,770000.0,1108300.0,104,"1340 CHAMBERS DR, BOULDER, CO",39.97506945,-105.23725512227628,2019-12
Res,Ranch,Average,1998,1204,1204,1204,0,Attached,420,7195,0,2020-09-14 00:00:00,795000.0,1088400.0,104,"1460 CHAMBERS DR, BOULDER, CO",39.97410305,-105.23845870148403,2020-09
Res,Ranch,Average,2002,1107,1375,1107,268,Attached,297,9030,0,2022-02-25 00:00:00,850000.0,891600.0,104,"3654 CHASE CT, BOULDER, CO",39.99326835,-105.2485561,2022-02
Res,Split-Level,Average,2002,1426,575,575,0,Attached,253,7132,0,2022-06-30 00:00:00,949000.0,946000.0,104,"3689 CHASE CT, BOULDER, CO",39.9926946,-105.24795166449074,2022-06
Res,Ranch,Average,1990,1400,1400,1260,140,Carport,312,7820,0,2020-07-31 00:00:00,692100.0,966700.0,104,"3693 CHASE CT, BOULDER, CO",39.99285105,-105.24782965237563,2020-07
Res,Ranch,Average,2001,1026,1026,945,81,Attached,297,9144,0,2022-03-30 00:00:00,1225000.0,1254500.0,104,"4300 DARLEY AVE, BOULDER, CO",39.98119355,-105.24451344963285,2022-03
Res,Ranch,Average,1961,1026,1026,810,216,Attached,297,8596,0,2019-11-18 00:00:00,600000.0,860800.0,104,"4335 DARLEY AVE, BOULDER, CO",39.981574949999995,-105.2443246,2019-11
Res,Ranch,Average,1975,1026,1026,130,896,Attached,297,8750,0,2020-10-23 00:00:00,670000.0,908300.0,104,"4390 DARLEY AVE, BOULDER, CO",39.9811959,-105.24381739275029,2020-10
Res,Ranch,Average,2000,988,988,888,100,Attached,336,8702,0,2021-02-26 00:00:00,950000.0,1237600.0,104,"4465 DARLEY AVE, BOULDER, CO",39.98157675,-105.24313265,2021-02
Res,Ranch,Average,1984,988,979,889,90,Attached,336,8775,0,2019-10-08 00:00:00,731000.0,1041200.0,104,"4505 DARLEY AVE, BOULDER, CO",39.981581399999996,-105.24265589813955,2019-10
Res,Ranch,Average,1974,1053,1053,0,1053,Carport,216,7555,0,2020-04-10 00:00:00,565000.0,811600.0,104,"3105 DARTMOUTH AVE, BOULDER, CO",39.98963755,-105.25578139999317,2020-04
Res,Ranch,Average,2002,1107,1107,1107,0,Attached,297,6941,0,2021-10-06 00:00:00,895000.0,1032700.0,104,"3742 DAVIDSON PL, BOULDER, CO",39.99226625,-105.24721464999999,2021-10
Res,Ranch,Average,1970,1204,1204,1036,168,Attached,308,7645,0,2020-03-27 00:00:00,740000.0,1075500.0,104,"3500 EASTMAN AVE, BOULDER, CO",39.98891365,-105.25208525,2020-03
Res,2-3 Story,Average,2000,1584,0,0,0,Attached,170,6292,0,2021-03-19 00:00:00,949500.0,1224700.0,104,"2801 ELM AVE, BOULDER, CO",39.9977529,-105.25864477534247,2021-03
Res,Ranch,Average,1980,927,0,0,0,Detached,308,7493,0,2021-10-28 00:00:00,735500.0,848700.0,104,"2826 ELM AVE, BOULDER, CO",39.99773075,-105.25767315728112,2021-10
Res,Ranch,Average,1992,792,0,0,0,Carport,312,6238,0,2019-11-25 00:00:00,625000.0,893800.0,104,"2856 ELM AVE, BOULDER, CO",39.9981413,-105.25727083591701,2019-11
